Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
KDM5A	22.857143	0	0	0	0	160	0	0	0
GPR17	22.857143	0	0	0	0	160	0	0	0
GMPPB	22.857143	0	0	0	0	0	160	0	0
GAST	22.857143	0	0	0	0	160	0	0	0
FLYWCH1	22.857143	0	0	0	0	0	160	0	0
FAM3C	22.857143	0	0	0	0	160	0	0	0
FAM227A	22.857143	0	0	0	0	160	0	0	0
FAM184A	22.857143	0	0	0	0	160	0	0	0
FAM118B	22.857143	0	0	0	0	160	0	0	0
DSG1	22.857143	0	0	0	0	160	0	0	0
DCAF4L1	22.857143	0	0	0	0	160	0	0	0
CYP3A7-CYP3A51P	22.857143	0	0	0	0	160	0	0	0
CYP3A7	22.857143	0	0	0	0	160	0	0	0
CUL1	22.857143	0	0	0	0	160	0	0	0
CNDP1	22.857143	0	0	0	0	160	0	0	0
CDH13	22.857143	0	0	0	0	160	0	0	0
CCPG1	22.857143	0	0	0	0	160	0	0	0
CBY1	22.857143	0	0	0	0	160	0	0	0
C6orf52	22.857143	0	0	0	0	160	0	0	0
C2orf81	22.857143	0	0	0	0	160	0	0	0
C22orf34	22.857143	0	0	0	0	160	0	0	0
C15orf65	22.857143	0	0	0	0	160	0	0	0
ATXN7L1	22.857143	0	0	0	0	160	0	0	0
ANXA11	22.857143	0	0	0	0	160	0	0	0
ANKRD49	22.857143	0	0	0	0	160	0	0	0
AHSG	22.857143	0	0	0	0	160	0	0	0
USB1	22.714286	0	0	159	0	0	0	0	0
SLC37A1	22.714286	0	0	0	0	159	0	0	0
SDF4	22.714286	0	159	0	0	0	0	0	0
RASSF10	22.714286	0	0	159	0	0	0	0	0
RAB40B	22.714286	0	0	0	0	159	0	0	0
NEK9	22.714286	0	0	0	0	159	0	0	0
LZTS2	22.714286	0	0	0	0	159	0	0	0
KRTAP12-1	22.714286	0	0	159	0	0	0	0	0
KDR	22.714286	0	0	0	0	159	0	0	0
HRG	22.714286	0	0	0	0	159	0	0	0
H2BU1	22.714286	0	0	0	0	159	0	0	0
H2AW	22.714286	0	0	0	0	159	0	0	0
GLUD2	22.714286	0	0	0	0	159	0	0	0
GIT2	22.714286	0	159	0	0	0	0	0	0
GDPD5	22.714286	0	0	0	0	0	0	159	0
FAM168A	22.714286	0	0	0	0	80	79	0	0
EYA2	22.714286	0	0	0	0	159	0	0	0
DUSP9	22.714286	0	0	0	0	159	0	0	0
B3GALT6	22.714286	0	159	0	0	0	0	0	0
ANKRD13A	22.714286	0	159	0	0	0	0	0	0
TPX2	22.571429	0	0	0	0	158	0	0	0
SLC7A6	22.571429	0	0	0	0	158	0	0	0
SLC25A52	22.571429	0	0	0	0	158	0	0	0
SHISA3	22.571429	0	0	0	0	0	158	0	0
PTPRB	22.571429	0	0	0	0	158	0	0	0
PDPN	22.571429	0	0	0	0	158	0	0	0
LONRF1	22.571429	0	0	0	0	158	0	0	0
HMX3	22.571429	0	0	0	0	158	0	0	0
HBG2	22.571429	0	0	0	0	158	0	0	0
HBG1	22.571429	0	0	0	0	158	0	0	0
GPC5	22.571429	0	0	158	0	0	0	0	0
ERCC6L2	22.571429	0	0	0	0	158	0	0	0
DYNLT1	22.571429	0	0	0	0	158	0	0	0
CRYBA1	22.571429	0	0	0	0	158	0	0	0
C18orf25	22.571429	0	0	0	0	158	0	0	0
BNIP3	22.571429	0	0	0	0	158	0	0	0
BMP15	22.571429	0	0	0	0	158	0	0	0
BAZ1B	22.571429	0	0	0	0	158	0	0	0
AFP	22.571429	0	0	158	0	0	0	0	0
ZEB2	22.428571	0	0	0	0	157	0	0	0
TPM4	22.428571	0	0	0	0	157	0	0	0
TMEM123	22.428571	0	0	0	0	157	0	0	0
TMC1	22.428571	0	0	0	0	157	0	0	0
TEX2	22.428571	0	0	0	0	157	0	0	0
SLC19A1	22.428571	0	0	0	0	157	0	0	0
SLC15A2	22.428571	0	0	0	0	157	0	0	0
P2RY12	22.428571	0	0	0	0	0	157	0	0
MYF6	22.428571	0	0	0	0	157	0	0	0
MYF5	22.428571	0	0	0	0	157	0	0	0
MAP6D1	22.428571	0	0	0	0	157	0	0	0
JADE1	22.428571	0	0	0	0	157	0	0	0
FOXI3	22.428571	0	0	0	0	157	0	0	0
CAPN5	22.428571	0	157	0	0	0	0	0	0
ARHGEF17	22.428571	0	0	0	0	157	0	0	0
ADTRP	22.428571	0	0	0	0	157	0	0	0
ACE	22.428571	0	0	0	0	157	0	0	0
ZNF574	22.285714	0	0	0	0	156	0	0	0
SYT17	22.285714	0	0	0	0	156	0	0	0
SPATC1L	22.285714	0	0	0	156	0	0	0	0
POLE3	22.285714	0	0	0	0	156	0	0	0
PAQR8	22.285714	0	0	0	0	156	0	0	0
PANK4	22.285714	0	0	0	0	156	0	0	0
MAP2K7	22.285714	0	0	0	0	156	0	0	0
MANBAL	22.285714	0	0	0	0	156	0	0	0
HPS5	22.285714	0	0	0	0	156	0	0	0
HES5	22.285714	0	0	0	0	156	0	0	0
GTF2H1	22.285714	0	0	0	0	156	0	0	0
GRIK5	22.285714	0	0	0	0	156	0	0	0
C9orf43	22.285714	0	0	0	0	156	0	0	0
C20orf141	22.285714	0	0	0	0	156	0	0	0
TEAD4	22.142857	0	0	0	0	155	0	0	0
TAL1	22.142857	0	0	0	0	155	0	0	0
RNF216	22.142857	0	0	0	0	155	0	0	0
RBMX	22.142857	0	0	0	0	155	0	0	0
MTIF2	22.142857	0	155	0	0	0	0	0	0
MS4A3	22.142857	0	0	155	0	0	0	0	0
FZD4	22.142857	0	0	0	0	155	0	0	0
FRAS1	22.142857	0	0	0	0	155	0	0	0
DAPL1	22.142857	0	0	0	0	155	0	0	0
CCDC182	22.142857	0	155	0	0	0	0	0	0
TM2D1	22.000000	0	0	0	0	154	0	0	0
SRD5A2	22.000000	0	0	0	0	154	0	0	0
SPAG11A	22.000000	0	0	0	0	154	0	0	0
SMC5	22.000000	0	0	0	0	154	0	0	0
SINHCAF	22.000000	0	0	0	0	154	0	0	0
SERPINB11	22.000000	0	0	0	0	154	0	0	0
RXRA	22.000000	0	154	0	0	0	0	0	0
RNF20	22.000000	0	0	0	0	154	0	0	0
PELI3	22.000000	0	0	0	0	154	0	0	0
NAA11	22.000000	0	0	154	0	0	0	0	0
MYO1B	22.000000	0	0	0	0	154	0	0	0
MUC15	22.000000	0	0	0	0	154	0	0	0
MRGPRX2	22.000000	0	0	0	0	154	0	0	0
MPHOSPH10	22.000000	0	0	0	0	154	0	0	0
MMD	22.000000	0	0	0	0	154	0	0	0
MCEE	22.000000	0	0	0	0	154	0	0	0
KLRG2	22.000000	0	0	0	0	154	0	0	0
KCTD14	22.000000	0	0	0	0	154	0	0	0
DUT	22.000000	0	0	0	0	154	0	0	0
DTNB	22.000000	0	0	0	0	154	0	0	0
DPP3	22.000000	0	0	0	0	154	0	0	0
DOCK11	22.000000	0	0	0	0	154	0	0	0
DEFB104B	22.000000	0	0	0	0	154	0	0	0
DEFB104A	22.000000	0	0	0	0	154	0	0	0
CTH	22.000000	0	0	0	0	154	0	0	0
WFDC2	21.857143	0	0	0	0	153	0	0	0
SYT14	21.857143	0	0	0	0	153	0	0	0
PLEC	21.857143	0	0	0	0	153	0	0	0
PLA2R1	21.857143	0	0	0	0	153	0	0	0
MYRIP	21.857143	0	0	0	0	77	76	0	0
LRRC15	21.857143	0	0	0	0	153	0	0	0
ITGA7	21.857143	0	0	0	0	153	0	0	0
IDH3B	21.857143	0	0	0	0	153	0	0	0
EFHD2	21.857143	0	0	153	0	0	0	0	0
CYC1	21.857143	0	0	0	0	153	0	0	0
AFM	21.857143	0	0	153	0	0	0	0	0
TNFAIP2	21.714286	0	0	0	0	152	0	0	0
THY1	21.714286	0	152	0	0	0	0	0	0
SPRYD4	21.714286	0	0	0	0	152	0	0	0
SF1	21.714286	0	0	0	0	152	0	0	0
SAA2-SAA4	21.714286	0	0	0	0	152	0	0	0
SAA2	21.714286	0	0	0	0	152	0	0	0
PYGM	21.714286	0	0	0	0	152	0	0	0
OR6F1	21.714286	0	0	0	0	0	152	0	0
ONECUT1	21.714286	0	0	0	0	152	0	0	0
MIP	21.714286	0	0	0	0	152	0	0	0
IPP	21.714286	0	0	0	0	152	0	0	0
FAM53C	21.714286	0	0	0	0	152	0	0	0
CDC25C	21.714286	0	0	0	0	152	0	0	0
CACNA1G	21.714286	0	0	0	0	152	0	0	0
ATF7-NPFF	21.714286	0	0	0	0	152	0	0	0
ATF7	21.714286	0	0	0	0	152	0	0	0
ACER2	21.714286	0	0	0	0	152	0	0	0
TNFAIP8L2	21.571429	0	0	0	0	151	0	0	0
SMNDC1	21.571429	0	0	0	0	151	0	0	0
SEMA6A	21.571429	0	0	0	0	151	0	0	0
RGS19	21.571429	0	0	0	151	0	0	0	0
PDE4A	21.571429	0	0	0	0	151	0	0	0
OPRL1	21.571429	0	0	0	151	0	0	0	0
NDUFS1	21.571429	0	0	0	0	151	0	0	0
LKAAEAR1	21.571429	0	0	0	151	0	0	0	0
FAM214A	21.571429	0	0	0	0	151	0	0	0
EZR	21.571429	0	0	0	0	151	0	0	0
EEF1B2	21.571429	0	0	0	0	151	0	0	0
CDC37	21.571429	0	0	0	0	151	0	0	0
C17orf50	21.571429	0	151	0	0	0	0	0	0
BCAS4	21.571429	0	0	0	0	151	0	0	0
ZCCHC14	21.428571	0	0	0	0	150	0	0	0
TEX44	21.428571	0	0	0	0	150	0	0	0
SPAG1	21.428571	0	0	0	0	150	0	0	0
SDC1	21.428571	0	0	0	0	150	0	0	0
POLR2K	21.428571	0	0	0	0	150	0	0	0
PDE7A	21.428571	0	0	0	0	150	0	0	0
MYD88	21.428571	0	0	0	0	150	0	0	0
MSL1	21.428571	0	0	0	0	150	0	0	0
MEX3C	21.428571	0	0	0	0	150	0	0	0
CHRNE	21.428571	0	0	0	0	150	0	0	0
CDKN3	21.428571	0	0	0	0	150	0	0	0
CCDC126	21.428571	0	0	0	0	150	0	0	0
CBLB	21.428571	0	0	0	0	150	0	0	0
CACNG6	21.428571	0	0	0	0	150	0	0	0
C17orf107	21.428571	0	0	0	0	150	0	0	0
ACAA1	21.428571	0	0	0	0	150	0	0	0
TNS2	21.285714	0	0	0	0	149	0	0	0
TFAP4	21.285714	0	0	0	0	88	61	0	0
TAOK1	21.285714	0	0	149	0	0	0	0	0
SYT16	21.285714	0	0	0	0	149	0	0	0
SPINT2	21.285714	0	0	0	0	149	0	0	0
SMAD2	21.285714	0	0	0	0	149	0	0	0
SEPHS1	21.285714	0	0	0	0	149	0	0	0
PRKCQ	21.285714	0	0	0	0	149	0	0	0
OXCT2	21.285714	0	0	0	0	149	0	0	0
OR2V1	21.285714	0	0	0	0	149	0	0	0
LHB	21.285714	0	0	0	0	149	0	0	0
KLRD1	21.285714	0	0	0	0	149	0	0	0
KLK9	21.285714	0	0	0	0	149	0	0	0
KLK8	21.285714	0	0	0	0	149	0	0	0
HOOK2	21.285714	0	149	0	0	0	0	0	0
HNRNPA0	21.285714	0	0	0	0	149	0	0	0
HEATR3	21.285714	0	0	0	0	149	0	0	0
FBN3	21.285714	0	0	0	0	149	0	0	0
DCAF5	21.285714	0	0	0	0	149	0	0	0
DAOA	21.285714	0	0	149	0	0	0	0	0
CGB3	21.285714	0	0	0	0	149	0	0	0
BAX	21.285714	0	149	0	0	0	0	0	0
ZDHHC11B	21.142857	0	0	0	0	148	0	0	0
WDR45	21.142857	0	0	0	0	148	0	0	0
USP7	21.142857	0	0	0	0	148	0	0	0
TTC16	21.142857	0	148	0	0	0	0	0	0
TRPM1	21.142857	0	0	0	0	148	0	0	0
TREML2	21.142857	0	0	0	0	148	0	0	0
TREML1	21.142857	0	0	0	0	148	0	0	0
TREM2	21.142857	0	0	0	0	148	0	0	0
TM7SF3	21.142857	0	0	0	0	68	80	0	0
TBC1D22A	21.142857	0	0	0	0	148	0	0	0
STAM2	21.142857	0	0	0	0	148	0	0	0
SPOUT1	21.142857	0	0	0	0	148	0	0	0
SPDYE3	21.142857	0	0	0	0	148	0	0	0
SLC25A5	21.142857	0	0	0	0	148	0	0	0
RLIM	21.142857	0	0	0	0	148	0	0	0
RGR	21.142857	0	0	0	0	148	0	0	0
PTRH1	21.142857	0	148	0	0	0	0	0	0
PSME4	21.142857	0	0	0	0	148	0	0	0
PCOLCE	21.142857	0	0	0	0	148	0	0	0
ORMDL3	21.142857	0	0	0	0	148	0	0	0
OR5AU1	21.142857	0	0	0	0	0	148	0	0
NPPC	21.142857	0	0	0	0	148	0	0	0
NHSL2	21.142857	0	0	0	0	148	0	0	0
NAALADL1	21.142857	0	0	0	0	148	0	0	0
MST1R	21.142857	0	0	0	0	148	0	0	0
MRPL21	21.142857	0	148	0	0	0	0	0	0
MOSPD3	21.142857	0	0	0	0	148	0	0	0
MED21	21.142857	0	0	0	0	68	80	0	0
LRIT1	21.142857	0	0	0	0	148	0	0	0
LOC100289561	21.142857	0	0	0	0	148	0	0	0
LCMT2	21.142857	0	0	0	0	148	0	0	0
KYAT1	21.142857	0	0	0	0	148	0	0	0
IRS4	21.142857	0	0	0	0	148	0	0	0
IGHMBP2	21.142857	0	148	0	0	0	0	0	0
HSPB7	21.142857	0	0	0	0	148	0	0	0
HSFX4	21.142857	0	0	0	0	148	0	0	0
GSDMB	21.142857	0	0	0	0	148	0	0	0
GGTLC1	21.142857	0	0	0	0	148	0	0	0
FATE1	21.142857	0	0	0	0	148	0	0	0
EOLA2	21.142857	0	0	0	0	148	0	0	0
DOCK9	21.142857	0	0	0	0	148	0	0	0
COQ3	21.142857	0	0	0	0	76	72	0	0
COL7A1	21.142857	0	0	0	0	148	0	0	0
COL23A1	21.142857	0	0	0	0	148	0	0	0
CNNM1	21.142857	0	0	0	0	148	0	0	0
CNGA2	21.142857	0	0	0	0	148	0	0	0
CLCNKA	21.142857	0	0	0	0	148	0	0	0
CFAP157	21.142857	0	148	0	0	0	0	0	0
CCND2	21.142857	0	0	0	0	148	0	0	0
C1orf167	21.142857	0	0	0	0	148	0	0	0
ATXN7	21.142857	0	0	0	0	148	0	0	0
ASAH1	21.142857	0	0	0	0	148	0	0	0
ARGFX	21.142857	0	0	0	0	148	0	0	0
ALDH4A1	21.142857	0	0	0	0	148	0	0	0
AGTR2	21.142857	0	0	0	0	148	0	0	0
ADSS2	21.142857	0	0	0	0	148	0	0	0
ADAL	21.142857	0	0	0	0	148	0	0	0
ACYP2	21.142857	0	0	0	0	148	0	0	0
ZNF625	21.000000	0	0	0	0	147	0	0	0
ZNF136	21.000000	0	0	0	0	147	0	0	0
WNT16	21.000000	0	0	0	0	147	0	0	0
TXNDC12	21.000000	0	0	0	0	147	0	0	0
RTN4R	21.000000	0	0	0	0	147	0	0	0
KRT40	21.000000	0	0	0	0	0	147	0	0
IPO11	21.000000	0	0	0	0	147	0	0	0
GPRC6A	21.000000	0	0	0	0	147	0	0	0
DIMT1	21.000000	0	0	0	0	147	0	0	0
CXCL2	21.000000	0	0	0	0	147	0	0	0
CTSK	21.000000	0	0	0	0	147	0	0	0
CDC42EP2	21.000000	0	0	0	0	147	0	0	0
BTF3L4	21.000000	0	0	0	0	147	0	0	0
BCAP31	21.000000	0	0	0	0	147	0	0	0
ADAMTS17	21.000000	0	0	0	0	147	0	0	0
ACTL6A	21.000000	0	0	0	0	147	0	0	0
ABCD1	21.000000	0	0	0	0	147	0	0	0
ZNF613	20.857143	0	146	0	0	0	0	0	0
TROAP	20.857143	0	0	0	0	146	0	0	0
TMEM82	20.857143	0	0	0	0	146	0	0	0
TASOR	20.857143	0	0	0	0	146	0	0	0
SLC25A34	20.857143	0	0	0	0	146	0	0	0
SLC16A12	20.857143	0	0	0	0	146	0	0	0
PHACTR3	20.857143	0	0	0	0	146	0	0	0
NXPH3	20.857143	0	0	0	0	146	0	0	0
NDUFV2	20.857143	0	0	0	0	146	0	0	0
FCHSD2	20.857143	0	0	0	0	146	0	0	0
FCAMR	20.857143	0	0	0	0	146	0	0	0
DUSP15	20.857143	0	0	0	0	146	0	0	0
CNTN2	20.857143	0	0	0	0	146	0	0	0
CEND1	20.857143	0	0	0	0	70	76	0	0
ZNF275	20.714286	0	0	0	0	145	0	0	0
UBE2L3	20.714286	0	0	0	0	145	0	0	0
TRABD2B	20.714286	0	0	0	0	145	0	0	0
SSBP1	20.714286	0	145	0	0	0	0	0	0
RIMBP3C	20.714286	0	0	0	0	145	0	0	0
RIMBP3B	20.714286	0	0	0	0	145	0	0	0
PRMT5	20.714286	0	145	0	0	0	0	0	0
PNMA6F	20.714286	0	0	0	0	145	0	0	0
OSBPL2	20.714286	0	0	0	0	145	0	0	0
NTN1	20.714286	0	0	145	0	0	0	0	0
MB21D2	20.714286	0	0	0	0	145	0	0	0
ITPR3	20.714286	0	0	0	0	145	0	0	0
IDH1	20.714286	0	0	0	0	145	0	0	0
ID2	20.714286	0	145	0	0	0	0	0	0
GCH1	20.714286	0	0	0	0	145	0	0	0
ERG	20.714286	0	0	0	0	145	0	0	0
DYNAP	20.714286	0	0	0	0	0	0	145	0
CCDC153	20.714286	0	0	0	0	145	0	0	0
CBL	20.714286	0	0	0	0	145	0	0	0
ADIPOQ	20.714286	0	0	0	0	145	0	0	0
ACTB	20.714286	0	0	0	0	145	0	0	0
ZFP62	20.571429	0	0	0	0	144	0	0	0
UBE2D1	20.571429	0	0	0	0	144	0	0	0
TGM2	20.571429	0	0	0	0	144	0	0	0
TBX22	20.571429	0	0	0	0	144	0	0	0
TBC1D31	20.571429	0	0	0	0	144	0	0	0
SZT2	20.571429	0	0	0	0	144	0	0	0
SLC13A3	20.571429	0	0	144	0	0	0	0	0
SGCA	20.571429	0	0	0	0	144	0	0	0
SEC24C	20.571429	0	0	0	0	0	0	144	0
RTKN	20.571429	0	0	0	0	144	0	0	0
RHNO1	20.571429	0	0	0	0	144	0	0	0
PHF20	20.571429	0	0	0	0	144	0	0	0
OPN3	20.571429	0	0	0	0	144	0	0	0
NOL10	20.571429	0	0	0	0	144	0	0	0
MED8	20.571429	0	0	0	0	144	0	0	0
INKA2	20.571429	0	0	0	0	144	0	0	0
ING2	20.571429	0	0	0	0	144	0	0	0
FOXM1	20.571429	0	0	0	0	144	0	0	0
DGCR8	20.571429	0	0	0	0	144	0	0	0
DDX20	20.571429	0	0	0	0	144	0	0	0
CHML	20.571429	0	0	0	0	144	0	0	0
CAMK1	20.571429	0	0	0	0	144	0	0	0
CALB2	20.571429	0	0	0	0	144	0	0	0
BNIP5	20.571429	0	0	0	0	144	0	0	0
ARHGEF28	20.571429	0	0	0	0	144	0	0	0
APOL3	20.571429	0	0	144	0	0	0	0	0
ZNF749	20.428571	0	0	0	0	143	0	0	0
UCHL5	20.428571	0	0	0	0	143	0	0	0
TRHDE	20.428571	0	0	0	0	143	0	0	0
TOP1MT	20.428571	0	0	0	0	143	0	0	0
SOWAHD	20.428571	0	0	0	0	143	0	0	0
RO60	20.428571	0	0	0	0	143	0	0	0
RCN3	20.428571	0	0	0	0	143	0	0	0
PLEKHM3	20.428571	0	0	0	0	143	0	0	0
OSCP1	20.428571	0	0	0	0	143	0	0	0
NUCKS1	20.428571	0	0	0	0	143	0	0	0
MYO1F	20.428571	0	0	0	0	143	0	0	0
GPR42	20.428571	0	143	0	0	0	0	0	0
EVX1	20.428571	0	0	0	0	143	0	0	0
DNM1L	20.428571	0	0	0	0	143	0	0	0
CILP	20.428571	0	0	0	0	143	0	0	0
CFAP36	20.428571	0	0	0	0	143	0	0	0
CEACAM19	20.428571	0	0	0	0	143	0	0	0
CCNYL1	20.428571	0	0	0	0	143	0	0	0
C18orf63	20.428571	0	0	0	0	0	143	0	0
BTC	20.428571	0	0	0	0	143	0	0	0
B3GNT7	20.428571	0	0	0	0	0	143	0	0
ADAMTS10	20.428571	0	0	0	0	143	0	0	0
ZNF124	20.285714	0	0	0	0	142	0	0	0
UTP11	20.285714	0	0	0	0	142	0	0	0
USP3	20.285714	0	0	0	0	142	0	0	0
USP28	20.285714	0	0	0	0	142	0	0	0
UBOX5	20.285714	0	0	0	0	142	0	0	0
TXK	20.285714	0	0	0	0	142	0	0	0
SYNDIG1	20.285714	0	0	0	0	142	0	0	0
ST3GAL1	20.285714	0	0	0	0	142	0	0	0
SMU1	20.285714	0	0	0	0	142	0	0	0
PXDN	20.285714	0	0	0	0	142	0	0	0
PTP4A1	20.285714	0	0	0	0	142	0	0	0
PEX16	20.285714	0	0	0	0	142	0	0	0
NEDD4L	20.285714	0	0	0	0	142	0	0	0
LARGE2	20.285714	0	0	0	0	142	0	0	0
KRT15	20.285714	0	0	0	0	142	0	0	0
IKZF1	20.285714	0	0	0	0	142	0	0	0
FASTKD5	20.285714	0	0	0	0	142	0	0	0
DEFB121	20.285714	0	0	0	0	142	0	0	0
CDCA7L	20.285714	0	0	0	0	142	0	0	0
ARL4C	20.285714	0	0	0	0	142	0	0	0
ZNF708	20.142857	0	0	0	0	141	0	0	0
XKR7	20.142857	0	0	0	0	141	0	0	0
TTL	20.142857	0	0	0	0	141	0	0	0
TTC7A	20.142857	0	0	0	0	141	0	0	0
TDRD5	20.142857	0	0	0	0	141	0	0	0
SEH1L	20.142857	0	0	0	0	141	0	0	0
SCAMP2	20.142857	0	0	0	0	141	0	0	0
RAB31	20.142857	0	141	0	0	0	0	0	0
NYNRIN	20.142857	0	0	0	0	141	0	0	0
MED30	20.142857	0	0	0	0	141	0	0	0
MCFD2	20.142857	0	0	0	0	141	0	0	0
LYZL2	20.142857	0	0	0	0	141	0	0	0
LRP5	20.142857	0	0	0	0	141	0	0	0
FGFBP2	20.142857	0	0	0	0	141	0	0	0
FABP6	20.142857	0	0	0	0	141	0	0	0
C18orf21	20.142857	0	0	0	0	141	0	0	0
AKAP12	20.142857	0	0	0	0	141	0	0	0
SMURF1	20.000000	0	0	0	0	140	0	0	0
SENP8	20.000000	0	0	0	0	140	0	0	0
SARS2	20.000000	0	0	0	0	140	0	0	0
PRKCI	20.000000	0	0	0	0	140	0	0	0
MYO9A	20.000000	0	0	0	0	140	0	0	0
MRPS12	20.000000	0	0	0	0	140	0	0	0
HERPUD2	20.000000	0	0	140	0	0	0	0	0
GOLGA6L4	20.000000	0	0	0	0	140	0	0	0
FSTL3	20.000000	0	0	0	0	140	0	0	0
FAM110A	20.000000	0	0	0	0	140	0	0	0
DENND1C	20.000000	0	0	0	0	140	0	0	0
CDC42BPA	20.000000	0	0	0	0	140	0	0	0
AGPAT2	20.000000	0	0	0	0	140	0	0	0
TUB	19.857143	0	0	0	0	139	0	0	0
TFG	19.857143	0	0	0	0	139	0	0	0
SUSD6	19.857143	0	0	0	0	139	0	0	0
STAT4	19.857143	0	0	139	0	0	0	0	0
SPINT3	19.857143	0	0	139	0	0	0	0	0
MND1	19.857143	0	0	0	0	0	0	139	0
LRRC70	19.857143	0	0	0	0	139	0	0	0
KMO	19.857143	0	0	0	0	139	0	0	0
HDAC4	19.857143	0	0	0	0	139	0	0	0
FAM160B1	19.857143	0	0	0	0	139	0	0	0
CRISPLD2	19.857143	0	0	0	0	139	0	0	0
C5orf63	19.857143	0	0	0	0	139	0	0	0
C2CD5	19.857143	0	0	0	0	139	0	0	0
ANKRD36C	19.857143	0	0	0	0	139	0	0	0
ZBTB39	19.714286	0	0	0	0	138	0	0	0
URB2	19.714286	0	0	0	0	138	0	0	0
TRIM7	19.714286	0	0	0	0	138	0	0	0
TECR	19.714286	0	0	0	0	138	0	0	0
TAF5L	19.714286	0	0	0	0	138	0	0	0
TAC3	19.714286	0	0	0	0	138	0	0	0
SOD3	19.714286	0	0	0	0	138	0	0	0
SLBP	19.714286	0	0	0	0	138	0	0	0
S100A8	19.714286	0	0	0	0	138	0	0	0
S100A5	19.714286	0	0	0	0	138	0	0	0
S100A4	19.714286	0	0	0	0	138	0	0	0
S100A3	19.714286	0	0	0	0	138	0	0	0
PLK2	19.714286	0	0	0	0	138	0	0	0
MPIG6B	19.714286	0	0	0	0	138	0	0	0
LY6G6D	19.714286	0	0	0	0	138	0	0	0
LY6G6C	19.714286	0	0	0	0	138	0	0	0
KLHL35	19.714286	0	0	0	0	138	0	0	0
KIT	19.714286	0	0	0	0	138	0	0	0
HLX	19.714286	0	0	0	0	138	0	0	0
EIF4G2	19.714286	0	138	0	0	0	0	0	0
DYDC2	19.714286	0	0	138	0	0	0	0	0
DYDC1	19.714286	0	0	138	0	0	0	0	0
DNAJB1	19.714286	0	0	0	0	138	0	0	0
CLCC1	19.714286	0	0	0	0	138	0	0	0
CD27	19.714286	0	0	0	0	0	138	0	0
BCL9L	19.714286	0	0	0	0	138	0	0	0
BCL11B	19.714286	0	0	0	0	138	0	0	0
ATP6V0E1	19.714286	0	0	0	0	138	0	0	0
ALG10	19.714286	0	0	0	0	138	0	0	0
TMEM43	19.571429	0	0	0	0	137	0	0	0
SPRR2F	19.571429	0	0	0	0	137	0	0	0
SPOP	19.571429	0	0	0	0	137	0	0	0
SPOCK2	19.571429	0	0	0	0	137	0	0	0
SLC7A8	19.571429	0	0	137	0	0	0	0	0
RGS13	19.571429	0	0	137	0	0	0	0	0
POLR3E	19.571429	0	0	137	0	0	0	0	0
NNMT	19.571429	0	137	0	0	0	0	0	0
MGAT3	19.571429	0	0	0	0	137	0	0	0
KMT2E	19.571429	0	0	0	0	137	0	0	0
FAM110B	19.571429	0	0	0	0	137	0	0	0
DDX60L	19.571429	0	0	137	0	0	0	0	0
CKAP4	19.571429	0	0	0	0	137	0	0	0
CHCHD4	19.571429	0	0	0	0	137	0	0	0
CDC23	19.571429	0	0	0	0	137	0	0	0
ZNF791	19.428571	0	0	0	0	136	0	0	0
ZNF7	19.428571	0	0	0	0	136	0	0	0
ZNF518A	19.428571	0	0	0	0	136	0	0	0
ZNF490	19.428571	0	0	0	0	136	0	0	0
ZFYVE1	19.428571	0	0	0	0	136	0	0	0
VCP	19.428571	0	0	0	0	136	0	0	0
UGT1A7	19.428571	0	0	0	0	136	0	0	0
UGT1A6	19.428571	0	0	0	0	136	0	0	0
TTF1	19.428571	0	0	0	0	136	0	0	0
TRMT44	19.428571	0	0	0	0	136	0	0	0
TMEM87A	19.428571	0	0	0	0	136	0	0	0
TMEM187	19.428571	0	136	0	0	0	0	0	0
STK32B	19.428571	0	0	0	0	136	0	0	0
SMIM17	19.428571	0	0	0	0	136	0	0	0
SLC4A9	19.428571	0	0	0	0	136	0	0	0
RIPK4	19.428571	0	0	0	0	136	0	0	0
RASGRP4	19.428571	0	0	0	0	136	0	0	0
PURA	19.428571	0	0	0	0	136	0	0	0
PTMS	19.428571	0	0	0	0	136	0	0	0
POMZP3	19.428571	0	0	0	0	136	0	0	0
PNRC2	19.428571	0	0	0	136	0	0	0	0
PHYHD1	19.428571	0	0	0	0	136	0	0	0
PGLYRP3	19.428571	0	0	0	0	136	0	0	0
PELATON	19.428571	0	0	0	0	136	0	0	0
NTNG2	19.428571	0	0	0	0	136	0	0	0
NPRL3	19.428571	0	0	0	0	136	0	0	0
MRPS10	19.428571	0	136	0	0	0	0	0	0
MPP7	19.428571	0	0	0	0	136	0	0	0
MGRN1	19.428571	0	0	0	0	136	0	0	0
MAP1B	19.428571	0	0	0	0	136	0	0	0
LUZP2	19.428571	0	0	0	0	136	0	0	0
LCP2	19.428571	0	0	0	0	136	0	0	0
LAG3	19.428571	0	0	0	0	136	0	0	0
IL5	19.428571	0	0	0	0	136	0	0	0
HCFC1	19.428571	0	136	0	0	0	0	0	0
H3Y2	19.428571	0	0	0	0	136	0	0	0
H3C3	19.428571	0	0	0	0	136	0	0	0
