Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
MUTYH	11.200000	0	0	0	0	0	0	0	112	0	0	0
IRAK2	11.200000	0	0	0	0	0	0	0	112	0	0	0
INSM1	11.200000	0	0	0	0	0	0	0	0	0	112	0
IL1RAP	11.200000	0	0	0	0	0	0	0	112	0	0	0
IARS2	11.200000	0	0	0	0	0	0	0	112	0	0	0
HS2ST1	11.200000	0	0	0	0	0	0	0	0	112	0	0
HELT	11.200000	0	0	0	0	0	0	0	0	0	112	0
GRIK5	11.200000	0	0	0	0	0	0	0	0	112	0	0
GLDN	11.200000	0	0	0	0	0	0	0	112	0	0	0
GATAD1	11.200000	0	0	0	0	0	0	0	112	0	0	0
FGD6	11.200000	0	0	0	0	0	0	0	0	112	0	0
ETAA1	11.200000	0	0	0	0	0	0	0	112	0	0	0
DPH5	11.200000	0	0	0	0	0	0	0	112	0	0	0
CDC5L	11.200000	0	0	0	0	0	0	0	0	112	0	0
BPNT1	11.200000	0	0	0	0	0	0	0	112	0	0	0
ATP6V0A1	11.200000	0	0	0	0	0	0	0	112	0	0	0
ZNF776	11.100000	0	0	0	0	0	0	0	111	0	0	0
ZCCHC3	11.100000	0	0	0	0	0	0	0	111	0	0	0
YBX3	11.100000	0	0	0	0	0	0	0	0	111	0	0
VRK2	11.100000	0	0	0	0	0	0	0	0	111	0	0
TSGA10	11.100000	0	0	0	0	0	0	0	0	111	0	0
TNNC1	11.100000	0	0	0	0	0	0	0	0	111	0	0
TMEM210	11.100000	0	0	0	0	0	0	0	111	0	0	0
TAS2R14	11.100000	0	0	0	0	0	0	0	111	0	0	0
SYTL2	11.100000	0	0	0	0	0	0	0	111	0	0	0
SH3GLB2	11.100000	0	0	0	0	0	0	0	111	0	0	0
SEMA3G	11.100000	0	0	0	0	0	0	0	0	111	0	0
SCHIP1	11.100000	0	0	0	0	0	0	0	111	0	0	0
RRAS2	11.100000	0	0	0	0	0	0	0	111	0	0	0
PVR	11.100000	0	0	0	0	0	0	0	111	0	0	0
POM121	11.100000	0	0	0	0	0	0	0	111	0	0	0
NT5DC4	11.100000	0	0	0	0	0	0	0	111	0	0	0
NNAT	11.100000	0	0	0	0	0	0	0	111	0	0	0
NFKB1	11.100000	0	0	0	0	0	0	0	111	0	0	0
MSH6	11.100000	0	0	0	0	0	0	0	111	0	0	0
MPHOSPH6	11.100000	0	0	0	0	0	0	0	111	0	0	0
MIGA2	11.100000	0	0	0	0	0	0	0	111	0	0	0
MAT2B	11.100000	0	0	0	0	0	0	0	111	0	0	0
LSM8	11.100000	0	0	0	0	0	0	0	111	0	0	0
LRRC26	11.100000	0	0	0	0	0	0	0	111	0	0	0
KIF2C	11.100000	0	0	0	0	0	0	0	111	0	0	0
KIF14	11.100000	0	0	0	0	0	0	0	111	0	0	0
GDPD5	11.100000	0	0	0	0	0	0	0	111	0	0	0
FAM174B	11.100000	0	0	0	0	0	0	0	111	0	0	0
DNAJC13	11.100000	0	0	0	0	0	0	0	111	0	0	0
DERA	11.100000	0	0	0	0	0	0	0	111	0	0	0
CENPC	11.100000	0	0	0	0	0	0	0	111	0	0	0
CACNA1S	11.100000	0	0	0	0	0	0	0	111	0	0	0
C2orf15	11.100000	0	0	0	0	0	0	0	0	111	0	0
C20orf96	11.100000	0	0	0	0	0	0	0	111	0	0	0
BTG2	11.100000	0	0	0	0	0	0	0	111	0	0	0
BLCAP	11.100000	0	0	0	0	0	0	0	111	0	0	0
BAZ2B	11.100000	0	0	0	0	0	0	0	0	111	0	0
ASCL5	11.100000	0	0	0	0	0	0	0	111	0	0	0
ZNF589	11.000000	0	0	0	0	0	0	0	110	0	0	0
ZBTB43	11.000000	0	0	0	0	0	0	0	110	0	0	0
WWOX	11.000000	0	0	0	0	0	0	0	0	110	0	0
TSPAN1	11.000000	0	0	0	0	0	0	0	110	0	0	0
TRIM72	11.000000	0	0	0	0	0	0	0	110	0	0	0
TMEM201	11.000000	0	0	0	0	0	0	0	110	0	0	0
TFEB	11.000000	0	0	0	0	0	0	0	110	0	0	0
TAX1BP1	11.000000	0	0	0	0	0	0	0	110	0	0	0
SPON1	11.000000	0	0	0	0	0	0	0	0	0	110	0
SKIL	11.000000	0	0	0	0	0	0	0	110	0	0	0
SHISA4	11.000000	0	0	0	0	0	0	0	110	0	0	0
RHOD	11.000000	0	0	0	0	0	0	0	110	0	0	0
PYDC1	11.000000	0	0	0	0	0	0	0	110	0	0	0
PRDX4	11.000000	0	0	0	0	0	0	0	0	110	0	0
PAIP1	11.000000	0	0	0	0	0	0	0	110	0	0	0
P3R3URF-PIK3R3	11.000000	0	0	0	0	0	0	0	110	0	0	0
P3R3URF	11.000000	0	0	0	0	0	0	0	110	0	0	0
OSGIN2	11.000000	0	0	0	0	0	0	0	110	0	0	0
NTSR1	11.000000	0	0	0	0	0	0	0	0	0	110	0
NR2F1	11.000000	0	0	0	0	0	0	0	110	0	0	0
NEK4	11.000000	0	0	0	0	0	0	0	110	0	0	0
MDM2	11.000000	0	0	0	0	0	0	0	0	110	0	0
MATN2	11.000000	0	0	0	0	0	0	0	0	0	110	0
MAP3K14	11.000000	0	0	0	0	0	0	0	110	0	0	0
ITIH1	11.000000	0	0	0	0	0	0	0	110	0	0	0
HID1	11.000000	0	0	0	0	0	0	0	0	110	0	0
GTF3C2	11.000000	0	0	0	0	0	0	0	0	110	0	0
FOXO6	11.000000	0	0	0	0	0	0	0	110	0	0	0
FKBP11	11.000000	0	0	0	0	0	0	0	0	110	0	0
DDX19A	11.000000	0	0	0	0	0	0	0	110	0	0	0
CHAMP1	11.000000	0	0	0	0	0	0	0	110	0	0	0
CHADL	11.000000	0	0	0	0	0	0	0	110	0	0	0
CDR2L	11.000000	0	0	0	0	0	0	0	0	110	0	0
CAST	11.000000	0	0	0	0	0	0	0	0	110	0	0
ARL2	11.000000	0	0	0	0	0	0	0	110	0	0	0
ARHGAP27	11.000000	0	0	0	0	0	0	0	110	0	0	0
AIP	11.000000	0	0	0	0	0	0	0	0	110	0	0
ZNF627	10.900000	0	0	0	0	0	0	0	109	0	0	0
ZNF608	10.900000	0	0	0	0	0	0	0	109	0	0	0
ZDHHC22	10.900000	0	0	0	0	0	0	0	0	0	109	0
WDR92	10.900000	0	0	0	0	0	0	0	0	109	0	0
VDAC2	10.900000	0	0	0	0	0	0	0	109	0	0	0
UGT2B7	10.900000	0	0	0	0	0	0	0	109	0	0	0
TMIE	10.900000	0	0	0	0	0	0	0	0	109	0	0
TMEM14B	10.900000	0	0	0	0	0	0	0	109	0	0	0
SLC51B	10.900000	0	0	0	0	0	0	0	109	0	0	0
SH2D1B	10.900000	0	0	0	0	0	0	0	109	0	0	0
SCO1	10.900000	0	0	0	0	0	0	0	109	0	0	0
RNF149	10.900000	0	0	0	0	0	0	0	0	109	0	0
RMND1	10.900000	0	0	0	0	0	0	0	109	0	0	0
RAD50	10.900000	0	0	0	0	0	0	0	0	109	0	0
RAB1A	10.900000	0	0	0	0	0	0	0	109	0	0	0
PNO1	10.900000	0	0	0	0	0	0	0	0	109	0	0
PLXNB1	10.900000	0	0	0	0	0	0	0	109	0	0	0
NUDT13	10.900000	0	0	0	0	0	0	0	109	0	0	0
NR5A2	10.900000	0	0	0	0	0	0	0	109	0	0	0
NPHP3	10.900000	0	0	0	0	0	0	0	109	0	0	0
NHSL1	10.900000	0	0	0	0	0	0	0	109	0	0	0
MTRES1	10.900000	0	0	0	0	0	0	0	109	0	0	0
MTFR1L	10.900000	0	0	0	0	0	0	0	109	0	0	0
MRPS28	10.900000	0	0	0	0	0	0	0	0	109	0	0
MED28	10.900000	0	0	0	0	0	0	0	109	0	0	0
KNTC1	10.900000	0	0	0	0	0	0	0	0	109	0	0
KDM6B	10.900000	0	0	0	0	0	0	0	109	0	0	0
KAT8	10.900000	0	0	0	0	0	0	0	109	0	0	0
JRKL	10.900000	0	0	0	0	0	0	0	109	0	0	0
ILRUN	10.900000	0	0	0	0	0	0	0	109	0	0	0
HSH2D	10.900000	0	0	0	0	0	0	0	0	109	0	0
GOLM2	10.900000	0	0	0	0	0	0	0	0	109	0	0
FARSB	10.900000	0	0	0	0	0	0	0	109	0	0	0
FAM241B	10.900000	0	0	0	0	0	0	0	109	0	0	0
FAM220A	10.900000	0	0	0	0	0	0	0	109	0	0	0
ECSIT	10.900000	0	0	0	0	0	0	0	109	0	0	0
DDC	10.900000	0	0	0	0	0	0	0	0	109	0	0
CNN1	10.900000	0	0	0	0	0	0	0	109	0	0	0
CDC25A	10.900000	0	0	0	0	0	0	0	109	0	0	0
CCDC82	10.900000	0	0	0	0	0	0	0	109	0	0	0
CCDC33	10.900000	0	0	0	0	0	0	0	109	0	0	0
C1RL	10.900000	0	0	0	0	0	0	0	0	109	0	0
C1orf54	10.900000	0	0	0	0	0	0	0	0	109	0	0
BNIP3L	10.900000	0	0	0	0	0	0	0	0	109	0	0
BCKDK	10.900000	0	0	0	0	0	0	0	109	0	0	0
BBS12	10.900000	0	0	0	0	0	0	0	109	0	0	0
ARMT1	10.900000	0	0	0	0	0	0	0	109	0	0	0
ARL15	10.900000	0	0	0	0	0	0	0	109	0	0	0
APH1A	10.900000	0	0	0	0	0	0	0	0	109	0	0
ANKRD36B	10.900000	0	0	0	0	0	0	0	0	109	0	0
ALS2CL	10.900000	0	0	0	0	0	0	0	0	109	0	0
AKIRIN2	10.900000	0	0	0	0	0	0	0	109	0	0	0
ADPRM	10.900000	0	0	0	0	0	0	0	109	0	0	0
ZW10	10.800000	0	0	0	0	0	0	0	108	0	0	0
ZSCAN2	10.800000	0	0	0	0	0	0	0	108	0	0	0
ZNF791	10.800000	0	0	0	0	0	0	0	0	108	0	0
ZNF490	10.800000	0	0	0	0	0	0	0	0	108	0	0
ZNF417	10.800000	0	0	0	0	0	0	0	108	0	0	0
XYLB	10.800000	0	0	0	0	0	0	0	108	0	0	0
USP47	10.800000	0	0	0	0	0	0	0	108	0	0	0
TTPA	10.800000	0	0	0	0	0	0	0	0	0	108	0
TNKS	10.800000	0	0	0	0	0	0	0	0	108	0	0
TAS2R19	10.800000	0	0	0	0	0	0	0	108	0	0	0
RNF145	10.800000	0	0	0	0	0	0	0	0	108	0	0
RBM10	10.800000	0	0	0	0	0	0	0	108	0	0	0
PLPP1	10.800000	0	0	0	0	0	0	0	0	108	0	0
PFAS	10.800000	0	0	0	0	0	0	0	108	0	0	0
PDCD2	10.800000	0	0	0	0	0	0	0	108	0	0	0
PAG1	10.800000	0	0	0	0	0	0	0	108	0	0	0
NDUFB11	10.800000	0	0	0	0	0	0	0	108	0	0	0
ITSN2	10.800000	0	0	0	0	0	0	0	108	0	0	0
IPO7	10.800000	0	0	0	0	0	0	0	108	0	0	0
HCAR1	10.800000	0	0	0	0	0	0	0	108	0	0	0
HAS2	10.800000	0	0	0	0	0	0	0	108	0	0	0
HACD3	10.800000	0	0	0	0	0	0	0	108	0	0	0
GNAI2	10.800000	0	0	0	0	0	0	0	108	0	0	0
FAM13B	10.800000	0	0	0	0	0	0	0	0	108	0	0
ERCC4	10.800000	0	0	0	0	0	0	0	0	108	0	0
EPC1	10.800000	0	0	0	0	0	0	0	0	108	0	0
DDX20	10.800000	0	0	0	0	0	0	0	108	0	0	0
CTSD	10.800000	0	0	0	0	0	0	0	108	0	0	0
CTC1	10.800000	0	0	0	0	0	0	0	108	0	0	0
CLDN7	10.800000	0	0	0	0	0	0	0	0	108	0	0
CLDN25	10.800000	0	0	0	0	0	0	0	108	0	0	0
CCNO	10.800000	0	0	0	0	0	0	0	0	108	0	0
CAPZB	10.800000	0	0	0	0	0	0	0	108	0	0	0
ATOH8	10.800000	0	0	0	0	0	0	0	0	0	108	0
ANXA3	10.800000	0	0	0	0	0	0	0	108	0	0	0
ZCRB1	10.700000	0	0	0	0	0	0	0	107	0	0	0
VPS26A	10.700000	0	0	0	0	0	0	0	107	0	0	0
VAV1	10.700000	0	0	0	0	0	0	0	107	0	0	0
UTS2B	10.700000	0	0	0	0	0	0	0	107	0	0	0
TXLNG	10.700000	0	0	0	0	0	0	0	107	0	0	0
TMEM43	10.700000	0	0	0	0	0	0	0	107	0	0	0
SLIRP	10.700000	0	0	0	0	0	0	0	107	0	0	0
SLC2A1	10.700000	0	0	0	0	0	0	0	107	0	0	0
SH2D3A	10.700000	0	0	0	0	0	0	0	107	0	0	0
SGK3	10.700000	0	0	0	0	0	0	0	107	0	0	0
SCLY	10.700000	0	0	0	0	0	0	0	107	0	0	0
RPL26L1	10.700000	0	0	0	0	0	0	0	107	0	0	0
RPL15	10.700000	0	0	0	0	0	0	0	107	0	0	0
RPL14	10.700000	0	0	0	0	0	0	0	107	0	0	0
RIOX2	10.700000	0	0	0	0	0	0	0	107	0	0	0
RBM4B	10.700000	0	0	0	0	0	0	0	107	0	0	0
PTDSS2	10.700000	0	0	0	0	0	0	0	107	0	0	0
PRIM1	10.700000	0	0	0	0	0	0	0	0	107	0	0
PPM1G	10.700000	0	0	0	0	0	0	0	0	107	0	0
PPHLN1	10.700000	0	0	0	0	0	0	0	107	0	0	0
PNRC1	10.700000	0	0	0	0	0	0	0	107	0	0	0
PDE5A	10.700000	0	0	0	0	0	0	0	107	0	0	0
PDE12	10.700000	0	0	0	0	0	0	0	0	107	0	0
NR1D2	10.700000	0	0	0	0	0	0	0	107	0	0	0
NKIRAS1	10.700000	0	0	0	0	0	0	0	107	0	0	0
NIFK	10.700000	0	0	0	0	0	0	0	0	107	0	0
MYBL1	10.700000	0	0	0	0	0	0	0	107	0	0	0
MT2A	10.700000	0	0	0	0	0	0	0	107	0	0	0
LOXL4	10.700000	0	0	0	0	0	0	0	107	0	0	0
HPSE	10.700000	0	0	0	0	0	0	0	0	107	0	0
HOXC9	10.700000	0	0	0	0	0	0	0	0	107	0	0
HELZ	10.700000	0	0	0	0	0	0	0	107	0	0	0
HDAC5	10.700000	0	0	0	0	0	0	0	0	107	0	0
GPX1	10.700000	0	0	0	0	0	0	0	107	0	0	0
DOCK1	10.700000	0	0	0	0	0	0	0	107	0	0	0
CLCN5	10.700000	0	0	0	0	0	0	0	107	0	0	0
CHSY1	10.700000	0	0	0	0	0	0	0	107	0	0	0
CHCHD4	10.700000	0	0	0	0	0	0	0	107	0	0	0
CDH7	10.700000	0	0	0	0	0	0	0	0	0	107	0
CCZ1	10.700000	0	0	0	0	0	0	0	107	0	0	0
CCDC83	10.700000	0	0	0	0	0	0	0	107	0	0	0
CCDC50	10.700000	0	0	0	0	0	0	0	107	0	0	0
BOD1L2	10.700000	0	0	0	0	0	0	0	107	0	0	0
ARHGAP21	10.700000	0	0	0	0	0	0	0	107	0	0	0
ANO9	10.700000	0	0	0	0	0	0	0	107	0	0	0
ALKBH1	10.700000	0	0	0	0	0	0	0	107	0	0	0
ZNF684	10.600000	0	0	0	0	0	0	0	106	0	0	0
YY1	10.600000	0	0	0	0	0	0	0	106	0	0	0
WRAP73	10.600000	0	0	0	0	0	0	0	106	0	0	0
WDR75	10.600000	0	0	0	0	0	0	0	106	0	0	0
ULBP1	10.600000	0	0	0	0	0	0	0	0	106	0	0
UBE2N	10.600000	0	0	0	0	0	0	0	0	106	0	0
TRIP12	10.600000	0	0	0	0	0	0	0	106	0	0	0
TRIM41	10.600000	0	0	0	0	0	0	0	106	0	0	0
TP73	10.600000	0	0	0	0	0	0	0	106	0	0	0
TGFBR3	10.600000	0	0	0	0	0	0	0	106	0	0	0
STXBP4	10.600000	0	0	0	0	0	0	0	106	0	0	0
SRSF9	10.600000	0	0	0	0	0	0	0	106	0	0	0
SQOR	10.600000	0	0	0	0	0	0	0	0	106	0	0
SPRY4	10.600000	0	0	0	0	0	0	0	106	0	0	0
SNRNP48	10.600000	0	0	0	0	0	0	0	106	0	0	0
POLL	10.600000	0	0	0	0	0	0	0	106	0	0	0
NPAT	10.600000	0	0	0	0	0	0	0	106	0	0	0
NAA20	10.600000	0	0	0	0	0	0	0	106	0	0	0
METTL21A	10.600000	0	0	0	0	0	0	0	106	0	0	0
MCUR1	10.600000	0	0	0	0	0	0	0	106	0	0	0
KAAG1	10.600000	0	0	0	0	0	0	0	106	0	0	0
ITGAV	10.600000	0	0	0	0	0	0	0	106	0	0	0
GPI	10.600000	0	0	0	0	0	0	0	106	0	0	0
FBXO36	10.600000	0	0	0	0	0	0	0	106	0	0	0
FAR2	10.600000	0	0	0	0	0	0	0	0	106	0	0
FAM184A	10.600000	0	0	0	0	0	0	0	106	0	0	0
ESD	10.600000	0	0	0	0	0	0	0	106	0	0	0
ECHDC2	10.600000	0	0	0	0	0	0	0	106	0	0	0
DPCD	10.600000	0	0	0	0	0	0	0	106	0	0	0
DENND6A	10.600000	0	0	0	0	0	0	0	0	106	0	0
DCDC2	10.600000	0	0	0	0	0	0	0	106	0	0	0
CRACR2A	10.600000	0	0	0	0	0	0	0	106	0	0	0
COX11	10.600000	0	0	0	0	0	0	0	106	0	0	0
CCPG1	10.600000	0	0	0	0	0	0	0	106	0	0	0
C15orf65	10.600000	0	0	0	0	0	0	0	106	0	0	0
ATM	10.600000	0	0	0	0	0	0	0	106	0	0	0
ACLY	10.600000	0	0	0	0	0	0	0	106	0	0	0
TUBAL3	10.500000	0	0	0	0	0	0	0	105	0	0	0
TM2D2	10.500000	0	0	0	0	0	0	0	0	105	0	0
THAP11	10.500000	0	0	0	0	0	0	0	105	0	0	0
TFE3	10.500000	0	0	0	0	0	0	0	105	0	0	0
SREK1	10.500000	0	0	0	0	0	0	0	105	0	0	0
SEMA3C	10.500000	0	0	0	0	0	0	0	105	0	0	0
RPAP1	10.500000	0	0	0	0	0	0	0	105	0	0	0
RBM26	10.500000	0	0	0	0	0	0	0	0	105	0	0
PUM1	10.500000	0	0	0	0	0	0	0	105	0	0	0
NXN	10.500000	0	0	0	0	0	0	0	105	0	0	0
NFYB	10.500000	0	0	0	0	0	0	0	105	0	0	0
MYOM3	10.500000	0	0	0	0	0	0	0	105	0	0	0
MSL2	10.500000	0	0	0	0	0	0	0	0	105	0	0
LYPLA2	10.500000	0	0	0	0	0	0	0	105	0	0	0
KIF21A	10.500000	0	0	0	0	0	0	0	105	0	0	0
ICA1L	10.500000	0	0	0	0	0	0	0	0	105	0	0
GRB2	10.500000	0	0	0	0	0	0	0	105	0	0	0
GOSR2	10.500000	0	0	0	0	0	0	0	0	105	0	0
GOLGA7B	10.500000	0	0	0	0	0	0	0	105	0	0	0
GLE1	10.500000	0	0	0	0	0	0	0	0	105	0	0
GALE	10.500000	0	0	0	0	0	0	0	105	0	0	0
ERGIC2	10.500000	0	0	0	0	0	0	0	105	0	0	0
EEPD1	10.500000	0	0	0	0	0	0	0	105	0	0	0
DAGLA	10.500000	0	0	0	0	0	0	0	105	0	0	0
CHID1	10.500000	0	0	0	0	0	0	0	105	0	0	0
CCDC120	10.500000	0	0	0	0	0	0	0	105	0	0	0
CA9	10.500000	0	0	0	0	0	0	0	105	0	0	0
ANKRD18A	10.500000	0	0	0	0	0	0	0	0	105	0	0
ALDH9A1	10.500000	0	0	0	0	0	0	0	0	105	0	0
ADRA1D	10.500000	0	0	0	0	0	0	0	0	0	105	0
ADAM9	10.500000	0	0	0	0	0	0	0	0	105	0	0
ZSCAN31	10.400000	0	0	0	0	0	0	0	104	0	0	0
ZNF224	10.400000	0	0	0	0	0	0	0	104	0	0	0
ZKSCAN3	10.400000	0	0	0	0	0	0	0	104	0	0	0
UTP4	10.400000	0	0	0	0	0	0	0	104	0	0	0
USP54	10.400000	0	0	0	0	0	0	0	104	0	0	0
TTC1	10.400000	0	0	0	0	0	0	0	104	0	0	0
TMSB10	10.400000	0	0	0	0	0	0	0	104	0	0	0
TBP	10.400000	0	0	0	0	0	0	0	104	0	0	0
STING1	10.400000	0	0	0	0	0	0	0	0	104	0	0
SMC6	10.400000	0	0	0	0	0	0	0	0	104	0	0
SLPI	10.400000	0	0	0	0	0	0	0	0	104	0	0
SLC29A3	10.400000	0	0	0	0	0	0	0	0	104	0	0
SINHCAF	10.400000	0	0	0	0	0	0	0	0	104	0	0
SEMG2	10.400000	0	0	0	0	0	0	0	104	0	0	0
RSL1D1	10.400000	0	0	0	0	0	0	0	104	0	0	0
REV1	10.400000	0	0	0	0	0	0	0	104	0	0	0
RAB11FIP1	10.400000	0	0	0	0	0	0	0	0	104	0	0
PSMB1	10.400000	0	0	0	0	0	0	0	104	0	0	0
PRORP	10.400000	0	0	0	0	0	0	0	0	104	0	0
PPP2R3C	10.400000	0	0	0	0	0	0	0	0	104	0	0
NKX1-1	10.400000	104	0	0	0	0	0	0	0	0	0	0
NKAIN1	10.400000	0	0	0	0	0	0	0	0	0	104	0
MORC2	10.400000	0	0	0	0	0	0	0	104	0	0	0
IDS	10.400000	0	0	0	0	0	0	0	104	0	0	0
HIVEP2	10.400000	0	0	0	0	0	0	0	104	0	0	0
HAT1	10.400000	0	0	0	0	0	0	0	104	0	0	0
GEN1	10.400000	0	0	0	0	0	0	0	0	104	0	0
ERRFI1	10.400000	0	0	0	0	0	0	0	104	0	0	0
ELOVL7	10.400000	0	0	0	0	0	0	0	104	0	0	0
DPY30	10.400000	0	0	0	0	0	0	0	104	0	0	0
DNAJC1	10.400000	0	0	0	0	0	0	0	104	0	0	0
DERPC	10.400000	0	0	0	0	0	0	0	104	0	0	0
CSRP1	10.400000	0	0	0	0	0	0	0	0	104	0	0
CSF1	10.400000	0	0	0	0	0	0	0	0	0	104	0
CHTF8	10.400000	0	0	0	0	0	0	0	104	0	0	0
CHRNA3	10.400000	0	0	0	0	0	0	0	0	0	104	0
CFAP206	10.400000	0	0	0	0	0	0	0	104	0	0	0
CEACAM5	10.400000	0	0	0	0	0	0	0	0	104	0	0
CCDC130	10.400000	0	0	0	0	0	0	0	104	0	0	0
ABCB10	10.400000	0	0	0	0	0	0	0	104	0	0	0
ZRANB3	10.300000	0	0	0	0	0	0	0	103	0	0	0
ZNF585B	10.300000	0	0	0	0	0	0	0	103	0	0	0
ZNF575	10.300000	0	0	0	0	0	0	0	0	103	0	0
ZNF383	10.300000	0	0	0	0	0	0	0	103	0	0	0
UBE2QL1	10.300000	0	0	0	0	0	0	0	0	0	103	0
U2AF1L5	10.300000	0	0	0	0	0	0	0	103	0	0	0
U2AF1	10.300000	0	0	0	0	0	0	0	103	0	0	0
TTC12	10.300000	0	0	0	0	0	0	0	103	0	0	0
TRIM24	10.300000	0	0	0	0	0	0	0	103	0	0	0
TOMM5	10.300000	0	0	0	0	0	0	0	103	0	0	0
TMEM30A	10.300000	0	0	0	0	0	0	0	0	103	0	0
STRN	10.300000	0	0	0	0	0	0	0	103	0	0	0
SPCS1	10.300000	0	0	0	0	0	0	0	0	103	0	0
SFT2D3	10.300000	0	0	0	0	0	0	0	0	103	0	0
RBM45	10.300000	0	0	0	0	0	0	0	0	103	0	0
RAPGEFL1	10.300000	0	0	0	0	0	0	0	0	103	0	0
R3HDM1	10.300000	0	0	0	0	0	0	0	103	0	0	0
PSRC1	10.300000	0	0	0	0	0	0	0	0	103	0	0
PPT1	10.300000	0	0	0	0	0	0	0	103	0	0	0
POLR2H	10.300000	0	0	0	0	0	0	0	103	0	0	0
PDE11A	10.300000	0	0	0	0	0	0	0	0	103	0	0
NRXN3	10.300000	0	0	0	0	0	0	0	0	103	0	0
NCF4	10.300000	0	0	0	0	0	0	0	103	0	0	0
METRNL	10.300000	0	0	0	0	0	0	0	103	0	0	0
MAP4K3	10.300000	0	0	0	0	0	0	0	0	103	0	0
LYVE1	10.300000	0	0	0	0	0	0	0	103	0	0	0
IMPACT	10.300000	0	0	0	0	0	0	0	103	0	0	0
IFT46	10.300000	0	0	0	0	0	0	0	103	0	0	0
HLA-A	10.300000	0	0	0	0	0	0	0	103	0	0	0
GPR89B	10.300000	0	0	0	0	0	0	0	103	0	0	0
GLT8D1	10.300000	0	0	0	0	0	0	0	0	103	0	0
ETHE1	10.300000	0	0	0	0	0	0	0	0	103	0	0
ERMP1	10.300000	0	0	0	0	0	0	0	0	103	0	0
ERGIC1	10.300000	0	0	0	0	0	0	0	103	0	0	0
ENDOD1	10.300000	0	0	0	0	0	0	0	103	0	0	0
EGR1	10.300000	0	0	0	0	0	0	0	103	0	0	0
CTDP1	10.300000	0	0	0	0	0	0	0	0	103	0	0
CRNKL1	10.300000	0	0	0	0	0	0	0	0	103	0	0
CLCN2	10.300000	0	0	0	0	0	0	0	103	0	0	0
CFAP61	10.300000	0	0	0	0	0	0	0	0	103	0	0
BTRC	10.300000	0	0	0	0	0	0	0	0	103	0	0
ARCN1	10.300000	0	0	0	0	0	0	0	103	0	0	0
YIPF1	10.200000	0	0	0	0	0	0	0	102	0	0	0
TMEM54	10.200000	0	0	0	0	0	0	0	102	0	0	0
SH3TC1	10.200000	0	0	0	0	0	0	0	0	102	0	0
SH3BGRL2	10.200000	0	0	0	0	0	0	0	102	0	0	0
RNF135	10.200000	0	0	0	0	0	0	0	102	0	0	0
RCBTB2	10.200000	0	0	0	0	0	0	0	0	102	0	0
RBIS	10.200000	0	0	0	0	0	0	0	102	0	0	0
PRX	10.200000	0	0	0	0	0	0	0	102	0	0	0
OTUD3	10.200000	0	0	0	0	0	0	0	102	0	0	0
NME6	10.200000	0	0	0	0	0	0	0	102	0	0	0
LOC100287896	10.200000	0	0	0	0	0	0	0	102	0	0	0
LIPT2	10.200000	0	0	0	0	0	0	0	102	0	0	0
KIF2A	10.200000	0	0	0	0	0	0	0	102	0	0	0
ITPRID2	10.200000	0	0	0	0	0	0	0	0	102	0	0
INVS	10.200000	0	0	0	0	0	0	0	102	0	0	0
HPCA	10.200000	0	0	0	0	0	0	0	102	0	0	0
HECTD4	10.200000	0	0	0	0	0	0	0	102	0	0	0
GTF2F2	10.200000	0	0	0	0	0	0	0	102	0	0	0
FOXD3	10.200000	0	0	0	0	0	0	0	102	0	0	0
ERP44	10.200000	0	0	0	0	0	0	0	102	0	0	0
DRAM2	10.200000	0	0	0	0	0	0	0	0	102	0	0
DOCK8	10.200000	0	0	0	0	0	0	0	0	0	102	0
CEPT1	10.200000	0	0	0	0	0	0	0	0	102	0	0
CD2BP2	10.200000	0	0	0	0	0	0	0	102	0	0	0
CASTOR2	10.200000	0	0	0	0	0	0	0	102	0	0	0
BCAR3	10.200000	0	0	0	0	0	0	0	102	0	0	0
WBP4	10.100000	0	0	0	0	0	0	0	101	0	0	0
UPP1	10.100000	0	0	0	0	0	0	0	101	0	0	0
UBQLN1	10.100000	0	0	0	0	0	0	0	0	101	0	0
TUBG1	10.100000	0	0	0	0	0	0	0	0	101	0	0
TOX2	10.100000	0	0	0	0	0	0	0	101	0	0	0
TOR3A	10.100000	0	0	0	0	0	0	0	0	101	0	0
SNX15	10.100000	0	0	0	0	0	0	0	101	0	0	0
SLC25A3	10.100000	0	0	0	0	0	0	0	101	0	0	0
SAR1A	10.100000	0	0	0	0	0	0	0	101	0	0	0
RIOK2	10.100000	0	0	0	0	0	0	0	0	101	0	0
RETREG3	10.100000	0	0	0	0	0	0	0	0	101	0	0
RAD23B	10.100000	0	0	0	0	0	0	0	101	0	0	0
NBPF3	10.100000	0	0	0	0	0	0	0	101	0	0	0
MEMO1	10.100000	0	0	0	0	0	0	0	101	0	0	0
MAML2	10.100000	0	0	0	0	0	0	0	101	0	0	0
MAD2L1	10.100000	0	0	0	0	0	0	0	0	101	0	0
LAMC1	10.100000	0	0	0	0	0	0	0	101	0	0	0
KLK15	10.100000	0	0	0	0	0	0	0	101	0	0	0
